id,Compound_CID,Data_Source,Compound,Source_Chemical_ID,Source_Chemical,Source_Chemical_URL,Source_Kind,Source_ID,Source,Source_URL,Source_Part,Taxonomy_ID,Source_Organism_ID,Source_Organism,Source_Organism_URL,Taxonomy,Evidence_IDs,Evidence_URLs,Evidence_PMIDs,Evidence_DOIs,pmcids,pclids,References
1252400,6325643,Natural Product Activity and Species Source (NPASS),"(4R,11R)-2,2,12-trimethyl-13-propan-2-yl-10-oxa-2-azoniatetracyclo[5.4.1.18,11.04,12]tridecan-9-one",NPC151752,NPC151752,https://bidd.group/NPASS/compound.php?compoundID=NPC151752,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
1229765,6432744,Natural Product Activity and Species Source (NPASS),(-)-beta-Sitosterol,NPC29,NPC29,https://bidd.group/NPASS/compound.php?compoundID=NPC29,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
1165021,9794438,Natural Product Activity and Species Source (NPASS),"(6R)-4,4a-dimethyl-6-prop-1-en-2-yl-3,4,5,6,7,8-hexahydronaphthalen-2-one",NPC4817,NPC4817,https://bidd.group/NPASS/compound.php?compoundID=NPC4817,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
1235009,9794438,Natural Product Activity and Species Source (NPASS),"(6R)-4,4a-dimethyl-6-prop-1-en-2-yl-3,4,5,6,7,8-hexahydronaphthalen-2-one",NPC4817,NPC4817,https://bidd.group/NPASS/compound.php?compoundID=NPC4817,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
1176869,10030799,Natural Product Activity and Species Source (NPASS),Dendronobiloside A,NPC50146,NPC50146,https://bidd.group/NPASS/compound.php?compoundID=NPC50146,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
1176870,10030799,LOTUS - the natural products occurrence database,Dendronobiloside A,Q104950783,Dendronobiloside A,https://www.wikidata.org/wiki/Q104950783,Natural Product,"","","","",94219,Q636713,Dendrobium nobile,https://www.wikidata.org/wiki/Q636713,Dendrobium nobile,DOI:10.1021/NP0102612|DOI:10.1055/S-2002-33786,https://doi.org/10.1021/NP0102612|https://doi.org/10.1055/S-2002-33786,"",10.1021/NP0102612|10.1055/S-2002-33786,"",6417918|29387249,"Ye Q, Zhao W. New alloaromadendrane, cadinene and cyclocopacamphane type sesquiterpene derivatives and bibenzyls from Dendrobium nobile. Planta Med. 2002 Aug;68(8):723–9. doi: 10.1055/s-2002-33786. PMID: 12221596.|Zhao W, Ye Q, Tan X, Jiang H, Li X, Chen K, Kinghorn AD. Three New Sesquiterpene Glycosides from <i>Dendrobium </i><i>n</i><i>obile </i>with Immunomodulatory Activity. J. Nat. Prod. 2001 Sep 01;64(9):1196–200. doi: 10.1021/np0102612."
1197017,10030799,Natural Product Activity and Species Source (NPASS),Dendronobiloside A,NPC50146,NPC50146,https://bidd.group/NPASS/compound.php?compoundID=NPC50146,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
1197813,10030799,Natural Product Activity and Species Source (NPASS),Dendronobiloside A,NPC50146,NPC50146,https://bidd.group/NPASS/compound.php?compoundID=NPC50146,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
1285565,10030799,Natural Product Activity and Species Source (NPASS),Dendronobiloside A,NPC50146,NPC50146,https://bidd.group/NPASS/compound.php?compoundID=NPC50146,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,PMID:11575955,https://www.ncbi.nlm.nih.gov/pubmed/11575955,11575955,"","","",""
1296569,10030799,Natural Product Activity and Species Source (NPASS),Dendronobiloside A,NPC50146,NPC50146,https://bidd.group/NPASS/compound.php?compoundID=NPC50146,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
1248569,10108163,LOTUS - the natural products occurrence database,3-O-Methylgigantol,Q105147374,3-O-Methylgigantol,https://www.wikidata.org/wiki/Q105147374,Natural Product,"","","","",94219,Q636713,Dendrobium nobile,https://www.wikidata.org/wiki/Q636713,Dendrobium nobile,DOI:10.1016/J.BMCL.2010.04.054|DOI:10.1248/CPB.56.1477,https://doi.org/10.1016/J.BMCL.2010.04.054|https://doi.org/10.1248/CPB.56.1477,"",10.1016/J.BMCL.2010.04.054|10.1248/CPB.56.1477,"",3789562|5153643,"Hwang JS, Lee SA, Hong SS, Han XH, Lee C, Kang SJ, Lee D, Kim Y, Hong JT, Lee MK, Hwang BY. Phenanthrenes from Dendrobium nobile and their inhibition of the LPS-induced production of nitric oxide in macrophage RAW 264.7 cells. Bioorganic & Medicinal Chemistry Letters. 2010 Jun;20(12):3785–7. doi: 10.1016/j.bmcl.2010.04.054.|Li Y, Wang CL, Guo SX, Yang JS, Xiao PG. Two new compounds from Dendrobium candidum. Chem Pharm Bull (Tokyo). 2008 Oct;56(10):1477–9. doi: 10.1248/cpb.56.1477. PMID: 18827395."
1248570,10108163,Natural Product Activity and Species Source (NPASS),3-O-Methylgigantol,NPC282496,3-O-Methylgigantol,https://bidd.group/NPASS/compound.php?compoundID=NPC282496,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
1300339,10108163,Natural Product Activity and Species Source (NPASS),3-O-Methylgigantol,NPC282496,3-O-Methylgigantol,https://bidd.group/NPASS/compound.php?compoundID=NPC282496,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
1293811,10108607,LOTUS - the natural products occurrence database,Flakinin B,Q110187902,Flakinin B,https://www.wikidata.org/wiki/Q110187902,Natural Product,"","","","",94219,Q636713,Dendrobium nobile,https://www.wikidata.org/wiki/Q636713,Dendrobium nobile,DOI:10.1016/S0040-4020(00)00530-5,https://doi.org/10.1016/S0040-4020(00)00530-5,"",10.1016/S0040-4020(00)00530-5,"",728231821,"Morita H, Fujiwara M, Yoshida N, Kobayashi J. New Picrotoxinin-type and Dendrobine-type Sesquiterpenoids from Dendrobium Snowflake ‘Red Star’. Tetrahedron. 2000 Aug;56(32):5801–5. doi: 10.1016/s0040-4020(00)00530-5."
1274978,10221179,Natural Product Activity and Species Source (NPASS),"3',4-Dihydroxy-3,5'-dimethoxybibenzyl",NPC117214,Gigantol,https://bidd.group/NPASS/compound.php?compoundID=NPC117214,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,PMID:17253844,https://www.ncbi.nlm.nih.gov/pubmed/17253844,17253844,"","","",""
1274979,10221179,Natural Product Activity and Species Source (NPASS),"3',4-Dihydroxy-3,5'-dimethoxybibenzyl",NPC117214,Gigantol,https://bidd.group/NPASS/compound.php?compoundID=NPC117214,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
1283442,10221179,Natural Product Activity and Species Source (NPASS),"3',4-Dihydroxy-3,5'-dimethoxybibenzyl",NPC117214,Gigantol,https://bidd.group/NPASS/compound.php?compoundID=NPC117214,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,PMID:27310249,https://www.ncbi.nlm.nih.gov/pubmed/27310249,27310249,"","","",""
1295157,10221179,LOTUS - the natural products occurrence database,"3',4-Dihydroxy-3,5'-dimethoxybibenzyl",Q103815914,"3',4-Dihydroxy-3,5'-dimethoxybibenzyl",https://www.wikidata.org/wiki/Q103815914,Natural Product,"","","","",94219,Q636713,Dendrobium nobile,https://www.wikidata.org/wiki/Q636713,Dendrobium nobile,DOI:10.1021/JF9603902|DOI:10.1021/ACS.JNATPROD.6B00252|DOI:10.1016/J.BMCL.2010.04.054|DOI:10.1021/NP060449R,https://doi.org/10.1021/JF9603902|https://doi.org/10.1021/ACS.JNATPROD.6B00252|https://doi.org/10.1016/J.BMCL.2010.04.054|https://doi.org/10.1021/NP060449R,"",10.1021/JF9603902|10.1021/ACS.JNATPROD.6B00252|10.1016/J.BMCL.2010.04.054|10.1021/NP060449R,"",2546863|3063596|3789562|714191442,"2016; 79(7):1791-1797|Hwang JS, Lee SA, Hong SS, Han XH, Lee C, Kang SJ, Lee D, Kim Y, Hong JT, Lee MK, Hwang BY. Phenanthrenes from Dendrobium nobile and their inhibition of the LPS-induced production of nitric oxide in macrophage RAW 264.7 cells. Bioorganic & Medicinal Chemistry Letters. 2010 Jun;20(12):3785–7. doi: 10.1016/j.bmcl.2010.04.054.|Zhang X, Xu JK, Wang J, Wang NL, Kurihara H, Kitanaka S, Yao XS. Bioactive bibenzyl derivatives and fluorenones from Dendrobium nobile. J Nat Prod. 2007 Jan;70(1):24–8. doi: 10.1021/np060449r. PMID: 17253844.|Miyazawa M, Shimamura H, Nakamura S, Kameoka H. Antimutagenic Activity of Gigantol from <i>Dendrobium nobile</i>. J. Agric. Food Chem. 1997 Aug 01;45(8):2849–53. doi: 10.1021/jf9603902."
1237593,10341857,LOTUS - the natural products occurrence database,Dendroside A,Q105166804,"(2R,3R,4S,5S,6R)-2-[[(1R,1aR,4S,4aS,7R,7aS,7bS)-4-hydroxy-1-(hydroxymethyl)-1,7-dimethyl-2,3,4a,5,6,7,7a,7b-octahydro-1aH-cyclopropa[e]azulen-4-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",https://www.wikidata.org/wiki/Q105166804,Natural Product,"","","","",94219,Q636713,Dendrobium nobile,https://www.wikidata.org/wiki/Q636713,Dendrobium nobile,DOI:10.1021/NP0102612|DOI:10.1055/S-2002-33786,https://doi.org/10.1021/NP0102612|https://doi.org/10.1055/S-2002-33786,"",10.1021/NP0102612|10.1055/S-2002-33786,"",6417918|29387249,"Ye Q, Zhao W. New alloaromadendrane, cadinene and cyclocopacamphane type sesquiterpene derivatives and bibenzyls from Dendrobium nobile. Planta Med. 2002 Aug;68(8):723–9. doi: 10.1055/s-2002-33786. PMID: 12221596.|Zhao W, Ye Q, Tan X, Jiang H, Li X, Chen K, Kinghorn AD. Three New Sesquiterpene Glycosides from <i>Dendrobium </i><i>n</i><i>obile </i>with Immunomodulatory Activity. J. Nat. Prod. 2001 Sep 01;64(9):1196–200. doi: 10.1021/np0102612."
1304287,10341857,Natural Product Activity and Species Source (NPASS),Dendroside A,NPC169782,NPC169782,https://bidd.group/NPASS/compound.php?compoundID=NPC169782,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
1307085,10341857,Natural Product Activity and Species Source (NPASS),Dendroside A,NPC169782,NPC169782,https://bidd.group/NPASS/compound.php?compoundID=NPC169782,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
1307086,10341857,Natural Product Activity and Species Source (NPASS),Dendroside A,NPC169782,NPC169782,https://bidd.group/NPASS/compound.php?compoundID=NPC169782,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,PMID:11575955,https://www.ncbi.nlm.nih.gov/pubmed/11575955,11575955,"","","",""
1310773,10341857,Natural Product Activity and Species Source (NPASS),Dendroside A,NPC169782,NPC169782,https://bidd.group/NPASS/compound.php?compoundID=NPC169782,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
1281830,10401022,Natural Product Activity and Species Source (NPASS),Erianthridin,NPC108198,Erianthridin,https://bidd.group/NPASS/compound.php?compoundID=NPC108198,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,PMID:27310249,https://www.ncbi.nlm.nih.gov/pubmed/27310249,27310249,"","","",""
1282593,10401022,Natural Product Activity and Species Source (NPASS),Erianthridin,NPC108198,Erianthridin,https://bidd.group/NPASS/compound.php?compoundID=NPC108198,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
1307905,10401022,LOTUS - the natural products occurrence database,Erianthridin,Q103815911,Erianthridin,https://www.wikidata.org/wiki/Q103815911,Natural Product,"","","","",94219,Q636713,Dendrobium nobile,https://www.wikidata.org/wiki/Q636713,Dendrobium nobile,DOI:10.1021/NP070423F|DOI:10.1016/J.BMCL.2010.04.054|DOI:10.1021/ACS.JNATPROD.6B00252,https://doi.org/10.1021/NP070423F|https://doi.org/10.1016/J.BMCL.2010.04.054|https://doi.org/10.1021/ACS.JNATPROD.6B00252,"",10.1021/NP070423F|10.1016/J.BMCL.2010.04.054|10.1021/ACS.JNATPROD.6B00252,"",2546863|3789562|31542473,"2016; 79(7):1791-1797|Hwang JS, Lee SA, Hong SS, Han XH, Lee C, Kang SJ, Lee D, Kim Y, Hong JT, Lee MK, Hwang BY. Phenanthrenes from Dendrobium nobile and their inhibition of the LPS-induced production of nitric oxide in macrophage RAW 264.7 cells. Bioorganic & Medicinal Chemistry Letters. 2010 Jun;20(12):3785–7. doi: 10.1016/j.bmcl.2010.04.054.|Yang H, Sung SH, Kim YC. Antifibrotic phenanthrenes of Dendrobium nobile stems. J Nat Prod. 2007 Dec;70(12):1925–9. doi: 10.1021/np070423f. PMID: 18052323."
1309394,10401022,Natural Product Activity and Species Source (NPASS),Erianthridin,NPC108198,Erianthridin,https://bidd.group/NPASS/compound.php?compoundID=NPC108198,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,PMID:18052323,https://www.ncbi.nlm.nih.gov/pubmed/18052323,18052323,"","","",""
1292449,10423984,Natural Product Activity and Species Source (NPASS),Denbinobin,NPC80370,Denbinobin,https://bidd.group/NPASS/compound.php?compoundID=NPC80370,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
1303350,10423984,Natural Product Activity and Species Source (NPASS),Denbinobin,NPC80370,Denbinobin,https://bidd.group/NPASS/compound.php?compoundID=NPC80370,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
1308952,10423984,Natural Product Activity and Species Source (NPASS),Denbinobin,NPC80370,Denbinobin,https://bidd.group/NPASS/compound.php?compoundID=NPC80370,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,PMID:18052323,https://www.ncbi.nlm.nih.gov/pubmed/18052323,18052323,"","","",""
1308953,10423984,LOTUS - the natural products occurrence database,Denbinobin,Q104252369,Denbinobin,https://www.wikidata.org/wiki/Q104252369,Natural Product,"","","","",94219,Q636713,Dendrobium nobile,https://www.wikidata.org/wiki/Q636713,Dendrobium nobile,DOI:10.1055/S-2006-958043|DOI:10.1021/NP070423F,https://doi.org/10.1055/S-2006-958043|https://doi.org/10.1021/NP070423F,"",10.1055/S-2006-958043|10.1021/NP070423F,"",23940319|31542473,"Yang H, Sung SH, Kim YC. Antifibrotic phenanthrenes of Dendrobium nobile stems. J Nat Prod. 2007 Dec;70(12):1925–9. doi: 10.1021/np070423f. PMID: 18052323.|Lee YH, Park JD, Baek NI, Kim SI, Ahn BZ. In vitro and in vivo antitumoral phenanthrenes from the aerial parts of Dendrobium nobile. Planta Med. 1995 Apr;61(2):178–80. doi: 10.1055/s-2006-958043. PMID: 7753927."
1295114,10438430,Natural Product Activity and Species Source (NPASS),"[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1R,1aR,4S,4aS,7R,7aS,7bS)-4-hydroxy-1,7-dimethyl-4-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-2,3,4a,5,6,7,7a,7b-octahydro-1aH-cyclopropa[e]azulene-1-carboxylate",NPC254122,NPC254122,https://bidd.group/NPASS/compound.php?compoundID=NPC254122,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
1301289,10438430,Natural Product Activity and Species Source (NPASS),"[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1R,1aR,4S,4aS,7R,7aS,7bS)-4-hydroxy-1,7-dimethyl-4-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-2,3,4a,5,6,7,7a,7b-octahydro-1aH-cyclopropa[e]azulene-1-carboxylate",NPC254122,NPC254122,https://bidd.group/NPASS/compound.php?compoundID=NPC254122,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
1304910,10438430,LOTUS - the natural products occurrence database,"[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1R,1aR,4S,4aS,7R,7aS,7bS)-4-hydroxy-1,7-dimethyl-4-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-2,3,4a,5,6,7,7a,7b-octahydro-1aH-cyclopropa[e]azulene-1-carboxylate",Q105156204,Dendroside D,https://www.wikidata.org/wiki/Q105156204,Natural Product,"","","","",94219,Q636713,Dendrobium nobile,https://www.wikidata.org/wiki/Q636713,Dendrobium nobile,DOI:10.1016/S0031-9422(02)00484-3,https://doi.org/10.1016/S0031-9422(02)00484-3,"",10.1016/S0031-9422(02)00484-3,"",24036173,"Ye Q, Qin G, Zhao W. Immunomodulatory sesquiterpene glycosides from Dendrobium nobile. Phytochemistry. 2002 Dec;61(8):885–90. doi: 10.1016/s0031-9422(02)00484-3. PMID: 12453511."
1307803,10438430,Natural Product Activity and Species Source (NPASS),"[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1R,1aR,4S,4aS,7R,7aS,7bS)-4-hydroxy-1,7-dimethyl-4-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-2,3,4a,5,6,7,7a,7b-octahydro-1aH-cyclopropa[e]azulene-1-carboxylate",NPC254122,NPC254122,https://bidd.group/NPASS/compound.php?compoundID=NPC254122,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
1304721,10445823,LOTUS - the natural products occurrence database,"2,6-Phenanthrenediol, 5,7-dimethoxy-",Q82256278,"2,6-Phenanthrenediol, 5,7-dimethoxy-",https://www.wikidata.org/wiki/Q82256278,Natural Product,"","","","",94219,Q636713,Dendrobium nobile,https://www.wikidata.org/wiki/Q636713,Dendrobium nobile,DOI:10.1016/J.BMCL.2010.04.054,https://doi.org/10.1016/J.BMCL.2010.04.054,"",10.1016/J.BMCL.2010.04.054,"",3789562,"Hwang JS, Lee SA, Hong SS, Han XH, Lee C, Kang SJ, Lee D, Kim Y, Hong JT, Lee MK, Hwang BY. Phenanthrenes from Dendrobium nobile and their inhibition of the LPS-induced production of nitric oxide in macrophage RAW 264.7 cells. Bioorganic & Medicinal Chemistry Letters. 2010 Jun;20(12):3785–7. doi: 10.1016/j.bmcl.2010.04.054."
1310156,10445823,Natural Product Activity and Species Source (NPASS),"2,6-Phenanthrenediol, 5,7-dimethoxy-",NPC266453,"5,7-Dimethoxyphenanthrene-2,6-Diol",https://bidd.group/NPASS/compound.php?compoundID=NPC266453,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
1318826,10445823,Natural Product Activity and Species Source (NPASS),"2,6-Phenanthrenediol, 5,7-dimethoxy-",NPC266453,"5,7-Dimethoxyphenanthrene-2,6-Diol",https://bidd.group/NPASS/compound.php?compoundID=NPC266453,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
1306227,10466989,Natural Product Activity and Species Source (NPASS),batatasin III,NPC22610,Batatasin Iii,https://bidd.group/NPASS/compound.php?compoundID=NPC22610,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
1306617,10466989,LOTUS - the natural products occurrence database,batatasin III,Q82873435,batatasin III,https://www.wikidata.org/wiki/Q82873435,Natural Product,"","","","",94219,Q636713,Dendrobium nobile,https://www.wikidata.org/wiki/Q636713,Dendrobium nobile,DOI:10.1016/0031-9422(89)80273-0|DOI:10.1002/HLCA.200790183|DOI:10.1021/ACS.JNATPROD.6B00252,https://doi.org/10.1016/0031-9422(89)80273-0|https://doi.org/10.1002/HLCA.200790183|https://doi.org/10.1021/ACS.JNATPROD.6B00252,"",10.1016/0031-9422(89)80273-0|10.1002/HLCA.200790183|10.1021/ACS.JNATPROD.6B00252,"",2546863|612670618|628589502,"2016; 79(7):1791-1797|Liu Q, Chen W, Tang J, Zhao W. Novel Bis(bibenzyl) and (Propylphenyl)bibenzyl Derivatives from <i>Dendrobium nobile</i>. Helvetica Chimica Acta. 2007 Sep;90(9):1745–50. doi: 10.1002/hlca.200790183.|Veerraju P, Rao NSP, Rao LJ, Rao KVJ, Rao RM. Bibenzyls and phenanthrenoids of some species of orchidaceae. Phytochemistry. 1989 Jan;28(11):3031–4. doi: 10.1016/0031-9422(89)80273-0."
1311875,10466989,Natural Product Activity and Species Source (NPASS),batatasin III,NPC22610,Batatasin Iii,https://bidd.group/NPASS/compound.php?compoundID=NPC22610,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,PMID:27310249,https://www.ncbi.nlm.nih.gov/pubmed/27310249,27310249,"","","",""
1314309,10588810,LOTUS - the natural products occurrence database,Flakinin A,Q76415825,Flakinin A,https://www.wikidata.org/wiki/Q76415825,Natural Product,"","","","",94219,Q636713,Dendrobium nobile,https://www.wikidata.org/wiki/Q636713,Dendrobium nobile,DOI:10.1016/S0040-4020(00)00530-5,https://doi.org/10.1016/S0040-4020(00)00530-5,"",10.1016/S0040-4020(00)00530-5,"",728231821,"Morita H, Fujiwara M, Yoshida N, Kobayashi J. New Picrotoxinin-type and Dendrobine-type Sesquiterpenoids from Dendrobium Snowflake ‘Red Star’. Tetrahedron. 2000 Aug;56(32):5801–5. doi: 10.1016/s0040-4020(00)00530-5."
1334432,10993984,LOTUS - the natural products occurrence database,"(1S,2R,5S,6S,7R,8R,11S)-7,11-dihydroxy-6-methyl-11-propan-2-yl-5-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-9-oxatricyclo[6.2.1.02,6]undecan-10-one",Q105308793,"(1S,2R,5S,6S,7R,8R,11S)-7,11-dihydroxy-6-methyl-11-propan-2-yl-5-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-9-oxatricyclo[6.2.1.02,6]undecan-10-one",https://www.wikidata.org/wiki/Q105308793,Natural Product,"","","","",94219,Q636713,Dendrobium nobile,https://www.wikidata.org/wiki/Q636713,Dendrobium nobile,DOI:10.1016/S0031-9422(02)00484-3,https://doi.org/10.1016/S0031-9422(02)00484-3,"",10.1016/S0031-9422(02)00484-3,"",24036173,"Ye Q, Qin G, Zhao W. Immunomodulatory sesquiterpene glycosides from Dendrobium nobile. Phytochemistry. 2002 Dec;61(8):885–90. doi: 10.1016/s0031-9422(02)00484-3. PMID: 12453511."
1334440,10993984,Natural Product Activity and Species Source (NPASS),"(1S,2R,5S,6S,7R,8R,11S)-7,11-dihydroxy-6-methyl-11-propan-2-yl-5-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-9-oxatricyclo[6.2.1.02,6]undecan-10-one",NPC44816,NPC44816,https://bidd.group/NPASS/compound.php?compoundID=NPC44816,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
1334559,10993984,Natural Product Activity and Species Source (NPASS),"(1S,2R,5S,6S,7R,8R,11S)-7,11-dihydroxy-6-methyl-11-propan-2-yl-5-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-9-oxatricyclo[6.2.1.02,6]undecan-10-one",NPC44816,NPC44816,https://bidd.group/NPASS/compound.php?compoundID=NPC44816,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
1335553,11005030,Natural Product Activity and Species Source (NPASS),"(1S,2R,5S,6S,7R,8S,11R)-11-(2-hydroxypropan-2-yl)-6-methyl-10-oxo-7-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-9-oxatricyclo[6.2.1.02,6]undecane-5-carboxylic acid",NPC197754,NPC197754,https://bidd.group/NPASS/compound.php?compoundID=NPC197754,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
1335974,11015758,Natural Product Activity and Species Source (NPASS),"(1S,2R,5S,6S,7R,8S,11R)-7-hydroxy-11-(2-hydroxypropan-2-yl)-6-methyl-5-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-9-oxatricyclo[6.2.1.02,6]undecan-10-one",NPC258360,NPC258360,https://bidd.group/NPASS/compound.php?compoundID=NPC258360,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
1338206,11064768,Natural Product Activity and Species Source (NPASS),"(1R,2S,6R,8R,11S)-6-methyl-5-methylidene-11-propan-2-yl-9-oxatricyclo[6.2.1.02,6]undecane-7,10-dione",NPC60762,NPC60762,https://bidd.group/NPASS/compound.php?compoundID=NPC60762,Natural Product,"","","","",94219,NPO3894,Dendrobium nobile,https://bidd.group/NPASS/organism.php?org_id=NPO3894,Dendrobium nobile,"","","","","","",""
